tax_name,tax_path,phylum,class,family,plant_growthform,plant_growthform_sim,indicated_type,tax_label
Galium,"25168:Galium:""genus""	169660:Rubieae:""tribe""	169617:Rubioideae:""subfamily""	24966:Rubiaceae:""family""	4055:Gentianales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Rubiaceae,forb:herb:shrub,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb:shrub
Plantago,"26867:Plantago:""genus""	216794:Plantagineae:""tribe""	156152:Plantaginaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Plantaginaceae,forb:herb:shrub,forb/herb/shrub,(f) Dry pastures and heath and ‘alvar’ vegetation ,forb:herb:shrub
Plantago,"26867:Plantago:""genus""	216794:Plantagineae:""tribe""	156152:Plantaginaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Plantaginaceae,forb:herb:shrub,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb:shrub
Plantago,"26867:Plantago:""genus""	216794:Plantagineae:""tribe""	156152:Plantaginaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Plantaginaceae,forb:herb:shrub,forb/herb/shrub,(h) Wet meadows and salt meadows ,forb:herb:shrub
Plantago,"26867:Plantago:""genus""	216794:Plantagineae:""tribe""	156152:Plantaginaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Plantaginaceae,forb:herb:shrub,forb/herb/shrub,(i) Ruderal communities ,forb:herb:shrub
Salix,"40685:Salix:""genus""	238069:Saliceae:""tribe""	3688:Salicaceae:""family""	3646:Malpighiales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Salicaceae,shrub:tree,shrub/tree,(a) Trees and shrubs of damp soils ,shrub:tree
Pimpinella,"40958:Pimpinella:""genus""	241797:Pimpinelleae:""tribe""	241780:apioid superclade:""clade""	241778:Apioideae:""subfamily""	4037:Apiaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Apiaceae,forb:herb,forb/herb/shrub,(f) Dry pastures and heath and ‘alvar’ vegetation ,forb:herb
Pimpinella,"40958:Pimpinella:""genus""	241797:Pimpinelleae:""tribe""	241780:apioid superclade:""clade""	241778:Apioideae:""subfamily""	4037:Apiaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Apiaceae,forb:herb,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb
Centaurea,"41503:Centaurea:""genus""	742011:Centaureinae:""subtribe""	102818:Cardueae:""tribe""	219103:Carduoideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb:shrub,forb/herb/shrub,(f) Dry pastures and heath and ‘alvar’ vegetation ,forb:herb:shrub
Centaurea,"41503:Centaurea:""genus""	742011:Centaureinae:""subtribe""	102818:Cardueae:""tribe""	219103:Carduoideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb:shrub,forb/herb/shrub,(j) Cultivated land ,forb:herb:shrub
Hepatica,"46979:Hepatica:""genus""	1463147:Anemoneae:""tribe""	1463138:Ranunculoideae:""subfamily""	3440:Ranunculaceae:""family""	41768:Ranunculales:""order""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Ranunculaceae,forb,forb/herb/shrub,(e) Forest herbs and ferns ,forb
Peucedanum,"49562:Peucedanum:""genus""	241792:Selineae:""tribe""	241780:apioid superclade:""clade""	241778:Apioideae:""subfamily""	4037:Apiaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Apiaceae,forb:herb,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb
Lonicera,"49606:Lonicera:""genus""	4200:Caprifoliaceae:""family""	4199:Dipsacales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Caprifoliaceae,herb:shrub,forb/herb/shrub,(b) Shade-tolerant trees and shrubs ,herb:shrub
Lamium,"53158:Lamium:""genus""	983547:Lamieae:""tribe""	216703:Lamioideae:""subfamily""	4136:Lamiaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Lamiaceae,forb:herb,forb/herb/shrub,(e) Forest herbs and ferns ,forb:herb
Lysimachia,"59977:Lysimachia:""genus""	4335:Primulaceae:""family""	41945:Ericales:""order""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Primulaceae,forb:herb:shrub,forb/herb/shrub,(e) Forest herbs and ferns ,forb:herb:shrub
Lysimachia,"59977:Lysimachia:""genus""	4335:Primulaceae:""family""	41945:Ericales:""order""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Primulaceae,forb:herb:shrub,forb/herb/shrub,(h) Wet meadows and salt meadows ,forb:herb:shrub
Succisa,"105905:Succisa:""genus""	4200:Caprifoliaceae:""family""	4199:Dipsacales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Caprifoliaceae,forb,forb/herb/shrub,(g) Fresh meadows and pastures ,forb
Myosotis,"192333:Myosotis:""genus""	1874406:Myosotideae:""tribe""	1874400:Cynoglossoideae:""subfamily""	21571:Boraginaceae:""family""	1538097:Boraginales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Boraginaceae,forb:herb,forb/herb/shrub,(i) Ruderal communities ,forb:herb
Humulus,"3484:Humulus:""genus""	3481:Cannabaceae:""family""	3744:Rosales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Cannabaceae,forb:herb:shrub,forb/herb/shrub,(e) Forest herbs and ferns ,forb:herb:shrub
Quercus,"3511:Quercus:""genus""	3503:Fagaceae:""family""	3502:Fagales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fagaceae,shrub:tree,shrub/tree,(b) Shade-tolerant trees and shrubs ,shrub:tree
Rhamnus,"3609:Rhamnus:""genus""	325289:Rhamneae:""tribe""	2815114:rhamnoid group:""clade""	3608:Rhamnaceae:""family""	3744:Rosales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Rhamnaceae,shrub:tree,shrub/tree,(c) Light-demanding trees and shrubs ,shrub:tree
Populus,"3689:Populus:""genus""	238069:Saliceae:""tribe""	3688:Salicaceae:""family""	3646:Malpighiales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Salicaceae,tree,tree,(c) Light-demanding trees and shrubs ,tree
Prunus,"3754:Prunus:""genus""	721805:Amygdaleae:""tribe""	171637:Amygdaloideae:""subfamily""	3745:Rosaceae:""family""	3744:Rosales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Rosaceae,shrub:tree,shrub/tree,(c) Light-demanding trees and shrubs ,shrub:tree
Lathyrus,"3853:Lathyrus:""genus""	163743:Fabeae:""tribe""	2233839:IRL clade:""clade""	2233838:Hologalegina:""clade""	2231382:NPAAA clade:""clade""	2231393:50 kb inversion clade:""clade""	3814:Papilionoideae:""subfamily""	3803:Fabaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fabaceae,forb:herb,forb/herb/shrub,(e) Forest herbs and ferns ,forb:herb
Lathyrus,"3853:Lathyrus:""genus""	163743:Fabeae:""tribe""	2233839:IRL clade:""clade""	2233838:Hologalegina:""clade""	2231382:NPAAA clade:""clade""	2231393:50 kb inversion clade:""clade""	3814:Papilionoideae:""subfamily""	3803:Fabaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fabaceae,forb:herb,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb
Medicago,"3877:Medicago:""genus""	163742:Trifolieae:""tribe""	2233839:IRL clade:""clade""	2233838:Hologalegina:""clade""	2231382:NPAAA clade:""clade""	2231393:50 kb inversion clade:""clade""	3814:Papilionoideae:""subfamily""	3803:Fabaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fabaceae,forb:herb:shrub,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb:shrub
